session_id,timestamp,vendor_id,user_id,asset_id,label_suspicious,supervised_probability,anomaly_percentile,risk_score,risk_level,recommended_action
VPN_0938,2026-08-23 07:42:00,VENDOR_01,USER_01,OT_02,1,0.9847308262525893,99.15,100.0,High,Investigate and block/isolate if confirmed
VPN_1510,2026-08-22 21:29:00,VENDOR_11,USER_11,OT_10,1,0.9765585368474904,96.35,100.0,High,Investigate and block/isolate if confirmed
VPN_1242,2026-08-22 00:21:00,VENDOR_03,USER_03,OT_08,1,0.9942600329883171,97.65,100.0,High,Investigate and block/isolate if confirmed
VPN_1023,2026-08-01 22:52:00,VENDOR_12,USER_12,OT_05,1,0.9932520782210048,95.2,100.0,High,Investigate and block/isolate if confirmed
VPN_1275,2026-08-21 13:53:00,VENDOR_02,USER_02,OT_01,1,0.9854985914082941,99.8,100.0,High,Investigate and block/isolate if confirmed
VPN_1992,2026-08-20 22:19:00,VENDOR_12,USER_12,OT_13,1,0.9857951209664382,97.05,100.0,High,Investigate and block/isolate if confirmed
VPN_0138,2026-08-20 21:53:00,VENDOR_11,USER_11,OT_01,1,0.8649531844771265,95.15,100.0,High,Investigate and block/isolate if confirmed
VPN_0107,2026-08-20 15:45:00,VENDOR_11,USER_11,OT_04,1,0.9956873110715596,98.7,100.0,High,Investigate and block/isolate if confirmed
VPN_1698,2026-08-20 04:25:00,VENDOR_03,USER_03,OT_01,1,0.9896680687068782,95.65,100.0,High,Investigate and block/isolate if confirmed
VPN_0887,2026-08-19 12:52:00,VENDOR_03,USER_03,OT_14,1,0.9956721344986588,98.6,100.0,High,Investigate and block/isolate if confirmed
VPN_0401,2026-08-19 12:38:00,VENDOR_03,USER_03,OT_13,1,0.9932355199179201,93.05,100.0,High,Investigate and block/isolate if confirmed
VPN_1874,2026-08-19 02:00:00,VENDOR_08,USER_08,OT_07,1,0.9938195463865205,94.95,100.0,High,Investigate and block/isolate if confirmed
VPN_1065,2026-08-18 23:53:00,VENDOR_08,USER_08,OT_03,1,0.9799309226472096,95.85,100.0,High,Investigate and block/isolate if confirmed
VPN_1181,2026-08-18 19:25:00,VENDOR_06,USER_06,OT_01,1,0.9920688908958087,96.25,100.0,High,Investigate and block/isolate if confirmed
VPN_1372,2026-08-17 18:47:00,VENDOR_07,USER_07,OT_13,1,0.9884259291815393,92.7,100.0,High,Investigate and block/isolate if confirmed
VPN_0453,2026-08-17 06:50:00,VENDOR_05,USER_05,OT_08,1,0.9736532768259628,93.0,100.0,High,Investigate and block/isolate if confirmed
VPN_0715,2026-08-16 22:32:00,VENDOR_08,USER_08,OT_04,1,0.9914659294676537,97.8,100.0,High,Investigate and block/isolate if confirmed
VPN_1355,2026-08-16 21:37:00,VENDOR_07,USER_07,OT_02,1,0.9662071497702658,97.3,100.0,High,Investigate and block/isolate if confirmed
VPN_0306,2026-08-16 20:11:00,VENDOR_06,USER_06,OT_06,1,0.9708225234602206,93.2,100.0,High,Investigate and block/isolate if confirmed
VPN_1541,2026-08-16 18:52:00,VENDOR_02,USER_02,OT_13,1,0.9967430648766995,96.75,100.0,High,Investigate and block/isolate if confirmed
VPN_1938,2026-08-02 04:07:00,VENDOR_08,USER_08,OT_06,1,0.9816597372448308,97.35,100.0,High,Investigate and block/isolate if confirmed
VPN_1597,2026-08-02 00:24:00,VENDOR_09,USER_09,OT_09,1,0.9889449499837591,99.9,100.0,High,Investigate and block/isolate if confirmed
VPN_0607,2026-08-16 13:09:00,VENDOR_11,USER_11,OT_02,1,0.9895883081892243,96.0,100.0,High,Investigate and block/isolate if confirmed
VPN_1791,2026-08-15 08:04:00,VENDOR_01,USER_01,OT_08,1,0.9889686100737064,98.1,100.0,High,Investigate and block/isolate if confirmed
VPN_1392,2026-08-14 20:25:00,VENDOR_01,USER_01,OT_14,1,0.9921399063805554,98.5,100.0,High,Investigate and block/isolate if confirmed
VPN_0092,2026-08-14 13:24:00,VENDOR_06,USER_06,OT_07,1,0.987967135080168,94.6,100.0,High,Investigate and block/isolate if confirmed
VPN_0241,2026-08-13 21:01:00,VENDOR_11,USER_11,OT_07,1,0.9837127475949575,93.45,100.0,High,Investigate and block/isolate if confirmed
VPN_1464,2026-08-13 03:50:00,VENDOR_03,USER_03,OT_12,1,0.9761317137351314,94.55,100.0,High,Investigate and block/isolate if confirmed
VPN_0281,2026-08-13 02:11:00,VENDOR_07,USER_07,OT_01,1,0.9759731921415324,94.05,100.0,High,Investigate and block/isolate if confirmed
VPN_0110,2026-08-13 01:40:00,VENDOR_04,USER_04,OT_03,1,0.9878042723359072,95.35,100.0,High,Investigate and block/isolate if confirmed
VPN_1175,2026-08-12 16:01:00,VENDOR_12,USER_12,OT_14,1,0.9985296872226809,92.4,100.0,High,Investigate and block/isolate if confirmed
VPN_1844,2026-08-12 15:56:00,VENDOR_12,USER_12,OT_06,1,0.9909570756838311,98.9,100.0,High,Investigate and block/isolate if confirmed
VPN_0327,2026-08-11 22:11:00,VENDOR_05,USER_05,OT_13,1,0.9681704742016048,97.95,100.0,High,Investigate and block/isolate if confirmed
VPN_1339,2026-08-11 13:55:00,VENDOR_10,USER_10,OT_13,1,0.995886808444209,92.2,100.0,High,Investigate and block/isolate if confirmed
VPN_0046,2026-08-11 00:47:00,VENDOR_09,USER_09,OT_10,1,0.9472957000481863,96.7,100.0,High,Investigate and block/isolate if confirmed
VPN_1033,2026-08-10 22:15:00,VENDOR_10,USER_10,OT_07,1,0.9822317322663437,93.25,100.0,High,Investigate and block/isolate if confirmed
VPN_0625,2026-08-10 20:52:00,VENDOR_04,USER_04,OT_03,1,0.9930236058857493,95.5,100.0,High,Investigate and block/isolate if confirmed
VPN_1964,2026-08-10 18:25:00,VENDOR_11,USER_11,OT_14,1,0.9980732864321573,98.4,100.0,High,Investigate and block/isolate if confirmed
VPN_1247,2026-08-10 11:13:00,VENDOR_04,USER_04,OT_04,1,0.9967033111209781,95.8,100.0,High,Investigate and block/isolate if confirmed
VPN_0878,2026-08-10 10:33:00,VENDOR_08,USER_08,OT_01,1,0.9892213260922859,95.45,100.0,High,Investigate and block/isolate if confirmed
VPN_1920,2026-08-09 23:58:00,VENDOR_01,USER_01,OT_10,1,0.9794320767020757,97.6,100.0,High,Investigate and block/isolate if confirmed
VPN_0315,2026-08-09 22:36:00,VENDOR_06,USER_06,OT_10,0,0.9261819565933064,98.3,100.0,High,Investigate and block/isolate if confirmed
VPN_1799,2026-08-09 21:40:00,VENDOR_11,USER_11,OT_05,1,0.9922676738280185,94.3,100.0,High,Investigate and block/isolate if confirmed
VPN_1469,2026-08-09 21:07:00,VENDOR_09,USER_09,OT_03,1,0.9857231979897485,93.65,100.0,High,Investigate and block/isolate if confirmed
VPN_1296,2026-08-09 15:24:00,VENDOR_08,USER_08,OT_14,1,0.9922393524147591,98.0,100.0,High,Investigate and block/isolate if confirmed
VPN_1716,2026-08-09 15:05:00,VENDOR_04,USER_04,OT_10,1,0.9849097204726271,92.5,100.0,High,Investigate and block/isolate if confirmed
VPN_0506,2026-08-09 12:38:00,VENDOR_06,USER_06,OT_15,1,0.9951857291927291,95.75,100.0,High,Investigate and block/isolate if confirmed
VPN_1554,2026-08-09 09:28:00,VENDOR_05,USER_05,OT_04,1,0.9803025958982974,96.55,100.0,High,Investigate and block/isolate if confirmed
VPN_0171,2026-08-09 09:07:00,VENDOR_03,USER_03,OT_14,1,0.9762424937370722,95.4,100.0,High,Investigate and block/isolate if confirmed
VPN_0152,2026-08-09 00:39:00,VENDOR_05,USER_05,OT_15,1,0.9469114551065502,93.5,100.0,High,Investigate and block/isolate if confirmed
VPN_0451,2026-08-08 23:19:00,VENDOR_12,USER_12,OT_06,1,0.984294904467408,96.8,100.0,High,Investigate and block/isolate if confirmed
VPN_0406,2026-08-02 12:43:00,VENDOR_10,USER_10,OT_09,1,0.9997415740489746,92.35,100.0,High,Investigate and block/isolate if confirmed
VPN_1235,2026-08-08 16:27:00,VENDOR_08,USER_08,OT_12,1,0.9950731916956335,99.95,100.0,High,Investigate and block/isolate if confirmed
VPN_0998,2026-08-08 06:19:00,VENDOR_07,USER_07,OT_06,1,0.9877138529289573,92.1,100.0,High,Investigate and block/isolate if confirmed
VPN_1095,2026-08-08 03:40:00,VENDOR_02,USER_02,OT_12,1,0.9941369138352727,98.25,100.0,High,Investigate and block/isolate if confirmed
VPN_1877,2026-08-07 17:05:00,VENDOR_11,USER_11,OT_02,1,0.9915027010955083,99.6,100.0,High,Investigate and block/isolate if confirmed
VPN_1149,2026-08-07 15:21:00,VENDOR_08,USER_08,OT_05,1,0.9704344379907797,93.15,100.0,High,Investigate and block/isolate if confirmed
VPN_0514,2026-08-07 09:50:00,VENDOR_10,USER_10,OT_09,1,0.989228872594251,93.55,100.0,High,Investigate and block/isolate if confirmed
VPN_0089,2026-08-07 06:47:00,VENDOR_01,USER_01,OT_12,1,0.9796136395878049,97.5,100.0,High,Investigate and block/isolate if confirmed
VPN_1346,2026-08-06 22:15:00,VENDOR_11,USER_11,OT_03,1,0.998696571221081,99.45,100.0,High,Investigate and block/isolate if confirmed
VPN_1690,2026-08-06 21:12:00,VENDOR_01,USER_01,OT_03,1,0.9902876894753267,94.25,100.0,High,Investigate and block/isolate if confirmed
VPN_0997,2026-08-06 00:15:00,VENDOR_01,USER_01,OT_14,1,0.9862132911827102,98.55,100.0,High,Investigate and block/isolate if confirmed
VPN_0849,2026-08-04 21:37:00,VENDOR_02,USER_02,OT_08,1,0.9827251188026491,95.7,100.0,High,Investigate and block/isolate if confirmed
VPN_1569,2026-08-04 12:47:00,VENDOR_04,USER_04,OT_13,1,0.9865151363839955,94.35,100.0,High,Investigate and block/isolate if confirmed
VPN_1576,2026-08-04 00:42:00,VENDOR_03,USER_03,OT_04,1,0.9849626805438965,95.95,100.0,High,Investigate and block/isolate if confirmed
VPN_0784,2026-08-03 17:40:00,VENDOR_02,USER_02,OT_05,1,0.9934388729499587,98.75,100.0,High,Investigate and block/isolate if confirmed
VPN_0234,2026-08-03 09:01:00,VENDOR_04,USER_04,OT_15,1,0.980074277772809,94.7,100.0,High,Investigate and block/isolate if confirmed
VPN_0774,2026-08-02 19:31:00,VENDOR_08,USER_08,OT_14,1,0.9710040016844013,96.2,100.0,High,Investigate and block/isolate if confirmed
VPN_0355,2026-08-01 03:26:00,VENDOR_05,USER_05,OT_01,1,0.9923309068304712,98.65,100.0,High,Investigate and block/isolate if confirmed
VPN_0975,2026-08-01 00:48:00,VENDOR_04,USER_04,OT_11,1,0.9703960785732004,99.2,100.0,High,Investigate and block/isolate if confirmed
VPN_0722,2026-08-06 00:02:00,VENDOR_10,USER_10,OT_02,1,0.9679185080533211,93.8,99.8,High,Investigate and block/isolate if confirmed
VPN_0210,2026-08-29 00:07:00,VENDOR_12,USER_12,OT_04,1,0.9458241929064081,95.25,99.8,High,Investigate and block/isolate if confirmed
VPN_1143,2026-08-24 22:24:00,VENDOR_06,USER_06,OT_15,1,0.962540569349216,94.65,99.7,High,Investigate and block/isolate if confirmed
VPN_0827,2026-08-19 16:51:00,VENDOR_04,USER_04,OT_02,1,0.9867585943272498,95.1,99.2,High,Investigate and block/isolate if confirmed
VPN_1601,2026-08-02 09:29:00,VENDOR_07,USER_07,OT_01,1,0.9860990889213627,94.75,99.0,High,Investigate and block/isolate if confirmed
VPN_0238,2026-08-27 06:11:00,VENDOR_11,USER_11,OT_10,1,0.9467149066698943,99.55,98.8,High,Investigate and block/isolate if confirmed
VPN_1356,2026-08-04 09:19:00,VENDOR_04,USER_04,OT_11,1,0.9641969174810421,95.9,98.0,High,Investigate and block/isolate if confirmed
VPN_0527,2026-08-19 19:00:00,VENDOR_03,USER_03,OT_12,1,0.994645750740831,99.25,97.5,High,Investigate and block/isolate if confirmed
VPN_1386,2026-08-18 12:27:00,VENDOR_01,USER_01,OT_12,1,0.9310967591269083,95.6,97.0,High,Investigate and block/isolate if confirmed
VPN_0767,2026-08-14 18:06:00,VENDOR_08,USER_08,OT_13,1,0.9820288583565545,96.65,96.2,High,Investigate and block/isolate if confirmed
VPN_1271,2026-08-28 12:04:00,VENDOR_09,USER_09,OT_05,1,0.9304848094120612,95.3,95.9,High,Investigate and block/isolate if confirmed
VPN_1765,2026-08-05 10:21:00,VENDOR_09,USER_09,OT_07,1,0.9869058520397568,93.3,95.8,High,Investigate and block/isolate if confirmed
VPN_0133,2026-08-31 15:36:00,VENDOR_07,USER_07,OT_10,1,0.8954968454103549,93.85,95.6,High,Investigate and block/isolate if confirmed
VPN_1186,2026-08-17 20:22:00,VENDOR_09,USER_09,OT_09,1,0.9710281800095604,92.3,94.6,High,Investigate and block/isolate if confirmed
VPN_1113,2026-08-24 12:23:00,VENDOR_05,USER_05,OT_10,1,0.9653804905152468,92.8,94.4,High,Investigate and block/isolate if confirmed
VPN_1448,2026-08-04 17:28:00,VENDOR_09,USER_09,OT_10,1,0.8722199375413838,94.45,94.4,High,Investigate and block/isolate if confirmed
VPN_0968,2026-08-25 07:15:00,VENDOR_09,USER_09,OT_11,1,0.9654622855885993,92.85,94.4,High,Investigate and block/isolate if confirmed
VPN_0982,2026-08-01 16:07:00,VENDOR_07,USER_07,OT_12,1,0.9621054101746943,92.95,94.3,High,Investigate and block/isolate if confirmed
VPN_0116,2026-08-27 15:03:00,VENDOR_11,USER_11,OT_12,1,0.9741380633416536,98.05,94.1,High,Investigate and block/isolate if confirmed
VPN_0649,2026-08-28 07:53:00,VENDOR_05,USER_05,OT_06,1,0.9423635047296984,97.4,94.1,High,Investigate and block/isolate if confirmed
VPN_1553,2026-08-18 19:50:00,VENDOR_10,USER_10,OT_06,1,0.9682398150970596,99.1,94.0,High,Investigate and block/isolate if confirmed
VPN_0055,2026-08-02 15:50:00,VENDOR_08,USER_08,OT_07,1,0.9755480228266211,97.15,94.0,High,Investigate and block/isolate if confirmed
VPN_1153,2026-08-28 20:49:00,VENDOR_09,USER_09,OT_12,1,0.838307565684012,99.5,93.5,High,Investigate and block/isolate if confirmed
VPN_0874,2026-08-15 09:51:00,VENDOR_09,USER_09,OT_10,1,0.9652910808371264,97.9,93.5,High,Investigate and block/isolate if confirmed
VPN_1081,2026-08-15 06:05:00,VENDOR_08,USER_08,OT_14,1,0.9747694046939925,95.05,93.4,High,Investigate and block/isolate if confirmed
VPN_1390,2026-08-09 12:41:00,VENDOR_06,USER_06,OT_03,1,0.966958042575533,96.4,93.3,High,Investigate and block/isolate if confirmed
VPN_1264,2026-08-02 14:49:00,VENDOR_02,USER_02,OT_01,1,0.9699758770346689,96.9,92.6,High,Investigate and block/isolate if confirmed
VPN_0534,2026-08-07 20:21:00,VENDOR_01,USER_01,OT_13,1,0.8115105961315023,97.7,92.6,High,Investigate and block/isolate if confirmed
VPN_1631,2026-08-07 22:31:00,VENDOR_06,USER_06,OT_01,1,0.9545227394773566,95.0,92.3,High,Investigate and block/isolate if confirmed
VPN_0494,2026-08-11 02:16:00,VENDOR_11,USER_11,OT_10,1,0.8318552134042511,98.15,91.8,High,Investigate and block/isolate if confirmed
VPN_1205,2026-08-29 22:59:00,VENDOR_06,USER_06,OT_15,1,0.9355465948669579,95.55,91.3,High,Investigate and block/isolate if confirmed
VPN_1318,2026-08-10 11:15:00,VENDOR_03,USER_03,OT_01,1,0.96179118834279,96.45,91.0,High,Investigate and block/isolate if confirmed
VPN_0595,2026-08-29 10:09:00,VENDOR_05,USER_05,OT_06,1,0.9252061634578125,96.1,90.8,High,Investigate and block/isolate if confirmed
VPN_0953,2026-08-14 23:11:00,VENDOR_10,USER_10,OT_15,1,0.9638500331314828,99.4,90.8,High,Investigate and block/isolate if confirmed
VPN_1199,2026-08-18 08:59:00,VENDOR_07,USER_07,OT_13,0,0.897939389316177,94.15,90.8,High,Investigate and block/isolate if confirmed
VPN_1959,2026-08-23 21:01:00,VENDOR_02,USER_02,OT_05,1,0.9262484433423145,94.85,90.6,High,Investigate and block/isolate if confirmed
VPN_0931,2026-08-06 12:03:00,VENDOR_12,USER_12,OT_01,1,0.9355881159116076,94.0,89.9,High,Investigate and block/isolate if confirmed
VPN_0598,2026-08-25 20:17:00,VENDOR_05,USER_05,OT_04,1,0.9196816528296655,93.6,89.9,High,Investigate and block/isolate if confirmed
VPN_1946,2026-08-29 13:21:00,VENDOR_10,USER_10,OT_11,1,0.9405427226366112,98.45,89.2,High,Investigate and block/isolate if confirmed
VPN_0897,2026-08-16 22:43:00,VENDOR_06,USER_06,OT_07,1,0.7775776925455845,94.8,89.0,High,Investigate and block/isolate if confirmed
VPN_1097,2026-08-03 11:47:00,VENDOR_12,USER_12,OT_14,1,0.9396282138763699,97.55,89.0,High,Investigate and block/isolate if confirmed
VPN_0326,2026-08-24 09:38:00,VENDOR_12,USER_12,OT_01,1,0.7746615581860924,93.95,88.6,High,Investigate and block/isolate if confirmed
VPN_0192,2026-08-19 01:27:00,VENDOR_09,USER_09,OT_11,1,0.7962489061397696,96.6,86.4,High,Investigate and block/isolate if confirmed
VPN_1887,2026-08-06 13:39:00,VENDOR_05,USER_05,OT_12,1,0.8880532591696241,97.25,85.9,High,Investigate and block/isolate if confirmed
VPN_1115,2026-08-10 07:41:00,VENDOR_04,USER_04,OT_06,1,0.8629722120529237,97.75,84.6,High,Investigate and block/isolate if confirmed
VPN_1530,2026-08-03 19:18:00,VENDOR_12,USER_12,OT_08,1,0.9443580678236515,93.9,83.4,High,Investigate and block/isolate if confirmed
VPN_0626,2026-08-01 12:34:00,VENDOR_01,USER_01,OT_13,1,0.8116948512514022,94.9,82.0,High,Investigate and block/isolate if confirmed
VPN_1913,2026-08-21 09:46:00,VENDOR_08,USER_08,OT_04,1,0.6602430205154869,96.95,80.6,High,Investigate and block/isolate if confirmed
VPN_0989,2026-08-25 11:26:00,VENDOR_05,USER_05,OT_10,1,0.8628652583983499,97.1,79.4,High,Investigate and block/isolate if confirmed
VPN_1085,2026-08-03 08:07:00,VENDOR_01,USER_01,OT_11,0,0.8176024903061592,98.85,74.2,High,Investigate and block/isolate if confirmed
VPN_1226,2026-08-08 23:12:00,VENDOR_04,USER_04,OT_03,0,0.47467066882969705,91.5,73.7,High,Investigate and block/isolate if confirmed
VPN_0852,2026-08-23 06:50:00,VENDOR_02,USER_02,OT_15,1,0.6245026257220938,94.1,71.9,High,Investigate and block/isolate if confirmed
VPN_1010,2026-08-16 10:59:00,VENDOR_05,USER_05,OT_04,0,0.7773389178855615,97.2,71.5,High,Investigate and block/isolate if confirmed
VPN_0903,2026-08-13 09:32:00,VENDOR_07,USER_07,OT_13,0,0.6685163404375006,94.4,69.5,Medium,Monitor and verify vendor
VPN_1785,2026-08-23 22:00:00,VENDOR_03,USER_03,OT_13,0,0.3747241524494975,92.15,68.0,Medium,Monitor and verify vendor
VPN_1019,2026-08-17 01:49:00,VENDOR_06,USER_06,OT_06,0,0.5421855912618203,91.75,67.6,Medium,Monitor and verify vendor
VPN_1584,2026-08-09 21:33:00,VENDOR_06,USER_06,OT_01,0,0.651564816794697,83.25,64.1,Medium,Monitor and verify vendor
VPN_1391,2026-08-24 21:36:00,VENDOR_02,USER_02,OT_08,0,0.23922420004576317,92.05,60.1,Medium,Monitor and verify vendor
VPN_0917,2026-08-22 04:12:00,VENDOR_05,USER_05,OT_10,0,0.278926683175974,92.25,59.5,Medium,Monitor and verify vendor
VPN_1700,2026-08-31 01:33:00,VENDOR_11,USER_11,OT_10,0,0.5288166885185083,92.9,59.1,Medium,Monitor and verify vendor
VPN_1269,2026-08-20 00:46:00,VENDOR_07,USER_07,OT_15,0,0.39071131527486225,91.4,58.8,Medium,Monitor and verify vendor
VPN_1879,2026-08-02 02:57:00,VENDOR_11,USER_11,OT_11,0,0.309798734774912,88.35,55.4,Medium,Monitor and verify vendor
VPN_1273,2026-08-02 01:00:00,VENDOR_07,USER_07,OT_02,0,0.38433213483061024,89.4,55.0,Medium,Monitor and verify vendor
VPN_0176,2026-08-04 22:53:00,VENDOR_07,USER_07,OT_13,0,0.27752029411217943,89.75,53.8,Medium,Monitor and verify vendor
VPN_0640,2026-08-02 02:01:00,VENDOR_03,USER_03,OT_15,0,0.2715074506029552,89.6,53.5,Medium,Monitor and verify vendor
VPN_1349,2026-08-27 04:25:00,VENDOR_01,USER_01,OT_08,0,0.2635252195024812,88.55,52.8,Medium,Monitor and verify vendor
VPN_0086,2026-08-18 01:16:00,VENDOR_03,USER_03,OT_10,0,0.413425966804752,91.05,52.0,Medium,Monitor and verify vendor
VPN_0912,2026-08-14 14:20:00,VENDOR_10,USER_10,OT_07,0,0.23324070432124655,92.0,51.8,Medium,Monitor and verify vendor
VPN_0153,2026-08-07 11:40:00,VENDOR_05,USER_05,OT_03,0,0.5956133917527964,77.8,51.7,Medium,Monitor and verify vendor
VPN_1671,2026-08-06 22:04:00,VENDOR_06,USER_06,OT_07,0,0.22993788030341844,90.4,51.2,Medium,Monitor and verify vendor
VPN_1427,2026-08-28 21:23:00,VENDOR_01,USER_01,OT_10,0,0.3869972430638404,91.35,50.5,Medium,Monitor and verify vendor
VPN_0492,2026-08-22 20:58:00,VENDOR_04,USER_04,OT_05,1,0.46272392762677483,70.95,50.4,Medium,Monitor and verify vendor
VPN_1536,2026-08-20 02:12:00,VENDOR_01,USER_01,OT_14,0,0.4237337248002747,79.35,50.0,Medium,Monitor and verify vendor
VPN_1066,2026-08-09 05:57:00,VENDOR_10,USER_10,OT_01,0,0.2536458043772625,87.35,49.9,Medium,Monitor and verify vendor
VPN_0844,2026-08-03 00:24:00,VENDOR_11,USER_11,OT_12,0,0.42504184540866496,78.35,49.9,Medium,Monitor and verify vendor
VPN_0555,2026-08-30 20:36:00,VENDOR_04,USER_04,OT_15,0,0.20073372997945044,89.95,49.4,Medium,Monitor and verify vendor
VPN_0502,2026-08-13 11:52:00,VENDOR_08,USER_08,OT_05,0,0.33220943485528426,91.3,49.4,Medium,Monitor and verify vendor
VPN_0624,2026-08-27 20:47:00,VENDOR_12,USER_12,OT_07,0,0.13035189668218453,91.55,48.7,Medium,Monitor and verify vendor
VPN_0882,2026-08-27 04:57:00,VENDOR_08,USER_08,OT_04,0,0.18560762513037454,89.7,48.5,Medium,Monitor and verify vendor
VPN_0596,2026-08-27 04:51:00,VENDOR_08,USER_08,OT_10,0,0.385071560911889,80.3,48.0,Medium,Monitor and verify vendor
VPN_1761,2026-08-14 02:59:00,VENDOR_02,USER_02,OT_04,0,0.17993858435203866,87.8,47.8,Medium,Monitor and verify vendor
VPN_1917,2026-08-30 00:36:00,VENDOR_12,USER_12,OT_13,0,0.37955918559339485,80.85,47.8,Medium,Monitor and verify vendor
VPN_1660,2026-08-28 11:43:00,VENDOR_06,USER_06,OT_08,0,0.21585875548511177,91.45,47.6,Medium,Monitor and verify vendor
VPN_0578,2026-08-29 22:00:00,VENDOR_11,USER_11,OT_04,0,0.2145589106316346,86.25,47.4,Medium,Monitor and verify vendor
VPN_0354,2026-08-16 00:44:00,VENDOR_10,USER_10,OT_13,0,0.16400599225858464,89.9,47.3,Medium,Monitor and verify vendor
VPN_1834,2026-08-14 12:36:00,VENDOR_12,USER_12,OT_10,0,0.2333390862971389,92.45,46.9,Medium,Monitor and verify vendor
